JHashMap; JLinkedMap; JTreeMap; SHashMap; SLinkedMap; STreeMap
25391.0; 24724.0; 22280.0; 24904.0; 24020.0; 18562.0
25809.0; 24829.0; 22343.0; 24870.0; 23867.0; 18684.0
26461.0; 24697.0; 22433.0; 24811.0; 23848.0; 18657.0
26472.0; 24789.0; 22268.0; 24921.0; 23860.0; 18718.0
26302.0; 24945.0; 22175.0; 24901.0; 23794.0; 18675.0
26326.0; 24864.0; 22316.0; 24852.0; 23810.0; 18529.0
26405.0; 24647.0; 22311.0; 24880.0; 23853.0; 18729.0
26418.0; 24741.0; 22226.0; 24873.0; 23872.0; 18656.0
26487.0; 24781.0; 22170.0; 24925.0; 23781.0; 18702.0
26586.0; 24757.0; 22280.0; 24852.0; 23805.0; 18435.0
26389.0; 24795.0; 22340.0; 24865.0; 23829.0; 18646.0
26642.0; 26663.0; 22273.0; 24866.0; 23825.0; 18486.0
26600.0; 26590.0; 22209.0; 24819.0; 23747.0; 18476.0
26585.0; 26489.0; 22474.0; 24869.0; 23814.0; 18654.0
26466.0; 26575.0; 22350.0; 24845.0; 23810.0; 18662.0
26501.0; 26597.0; 22311.0; 24898.0; 23771.0; 18663.0
26423.0; 26624.0; 22012.0; 24861.0; 23879.0; 18358.0
26622.0; 26535.0; 22300.0; 24895.0; 23868.0; 18730.0
26330.0; 26605.0; 22434.0; 24846.0; 23708.0; 18748.0
26564.0; 26594.0; 22399.0; 24918.0; 23779.0; 18544.0
26540.0; 26550.0; 22437.0; 24935.0; 23977.0; 18464.0
26622.0; 26474.0; 22276.0; 24827.0; 23825.0; 18516.0
26400.0; 26548.0; 22206.0; 24862.0; 23820.0; 18717.0
26452.0; 26518.0; 22474.0; 24874.0; 23769.0; 18664.0
26590.0; 26615.0; 22392.0; 24936.0; 23872.0; 18399.0
26689.0; 26676.0; 22219.0; 24839.0; 23847.0; 18597.0
26395.0; 26541.0; 22109.0; 24931.0; 23713.0; 18599.0
26541.0; 26661.0; 22288.0; 24882.0; 23830.0; 18705.0
26540.0; 26520.0; 22516.0; 24874.0; 23792.0; 18481.0
26563.0; 26655.0; 22451.0; 24887.0; 23776.0; 18480.0
