Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 13100.5; 72.2; 12861; 13161; (13073.1, 13127.9)
JLinkedMap; 20154.6; 166.7; 19637; 20462; (20091.3, 20217.9)
SHashMap; 11429.6; 37; 11255; 11468; (11415.5, 11443.7)
SLinkedMap; 23922.9; 63.2; 23591; 23953; (23898.9, 23946.9)
