Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JLinkedSequence; 1046.4; 3.7; 1038.0; 1053.0; (1045.0, 1047.8)
SLinkedSequence; 773.2; 2.4; 770.0; 776.0; (772.3, 774.1)
