Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JTreeSet; 881.67; 13.86; 865.0; 897.0; (876.4, 886.93)
STreeSet; 3117.17; 11.32; 3108.0; 3143.0; (3112.87, 3121.46)
