Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JTreeMap; 1358.4; 10.65; 1343.0; 1383.0; (1354.35, 1362.45)
STreeMap; 1106.73; 4.13; 1096.0; 1115.0; (1105.16, 1108.3)
