Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashMap; 816.2; 50.5; 677.0; 859.0; (797.0, 835.4)
JLinkedMap; 824.3; 9.3; 809.0; 848.0; (820.8, 827.9)
SHashMap; 783.4; 20.3; 750.0; 830.0; (775.7, 791.1)
SLinkedMap; 805.2; 7.3; 787.0; 817.0; (802.4, 808.0)
