Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JTreeSet; 936.3; 7.4; 915; 946; (933.5, 939.1)
STreeSet; 329.8; 5.3; 318; 334; (327.8, 331.8)
