Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 3550.2; 12.7; 3514.0; 3574.0; (3545.4, 3555.0)
JLinkedSet; 2594.1; 5.7; 2583.0; 2603.0; (2591.9, 2596.3)
SHashSet; 3816.8; 11.3; 3769.0; 3833.0; (3812.5, 3821.1)
SLinkedSet; 955.4; 12.8; 927.0; 977.0; (950.6, 960.3)
