Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JTreeMap; 6305.57; 34.41; 6152.0; 6328.0; (6292.5, 6318.63)
STreeMap; 3636.63; 2.6; 3629.0; 3641.0; (3635.65, 3637.62)
