Kolekcja; Średnia; Odch. std.; Min.; Maks.; Przedział ufności
JHashSet; 4164.6; 46.07; 4084.0; 4266.0; (4147.1, 4182.1)
JLinkedSet; 3742.13; 33.14; 3688.0; 3808.0; (3729.55, 3754.72)
SHashSet; 3101.6; 12.12; 3080.0; 3126.0; (3097.0, 3106.2)
SLinkedSet; 1182.43; 25.54; 1145.0; 1233.0; (1172.73, 1192.13)
